Advertiser,Brand Root,Brand (Major),Brand (Minor),Brand (Leaf),Category Level 1,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Channel,Creative Id,Width,Height,Creative Type_x,First Seen,Last Seen,Duration,Text_x,Landing Page,Link To Creative,Link to Post,Format,Placement,Ad Buy Type,Publisher,Spend (USD),Impressions,Type,URL_to_use,Creative Type_y,Text_y,Download Status,Audio Status,File Path,Audio Path,Text File,transcription,objects_detected,people_detected,text_detected,overall_description,processing_status,ad_category,primary_cta,value_proposition,target_audience,focus_vs_other,focus_tag_reason,Main_Category,Sub_Category,Product_Focus
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,447780114,360,652,Video,31/08/2023,02/01/2024,0,"New parent hack! Register for all your unique baby essentials with Babylist. Check out the printable checklist, price comparison tool, exclusive try-it kits and more. Get started now!",https://m.facebook.com/babylist?fref=nf&refid=52&__tn__=%7E%7E-R,https://s3.amazonaws.com/YM_Ads/8995564332740521450.png,https://www.facebook.com/279323804619470,Other,Feed,Direct,Facebook,1172.89,168277,Video,https://www.facebook.com/279323804619470,Video,"New parent hack! Register for all your unique baby essentials with Babylist. Check out the printable checklist, price comparison tool, exclusive try-it kits and more. Get started now!",success,success,media_DME_Provider/videos/creative_95.mp4,media_DME_Provider/audio/creative_95.mp3,creative_95_text.txt,"Parent must-haves I wish I knew about before my firstborn. When I had my first baby I got all of the obvious stuff you definitely need. Like a stroller, car seat, and crib. And then the baby came and I found myself making middle of the night purchases for necessities I didn't see coming. Make your new parenting life easier with these three items that I now know are must-haves. Nens. Baby gloves are not only cute but they save your baby's face from accidental scratches. You'll be surprised at how sharp those little nails can be. Less cute. The baby list bottle box. Babies are precious little people with real likes and dislikes. Some pickier than others. Trust me. This bottle box comes with a variety of bottle brands to help your little one pick their favorite style. The first food set, solid foods may feel a ways away but a toothy messy grin is most adorable with mom approved tableware. This silicone set is so cute, easy to wash, and best of all, stays put on the counter for minimal smells. And my final tip is to have a great baby registry for the things you need and really need. Using the baby list app is the easiest way to do it. Trust me. You can set up the registry in minutes, pulling products from any store you can think of. Using checklist and guides to help you along the way and then share it with family and friends with only one link. It's incredible. Check it out!","- a cup
- The text ""the BOX"" is visible on the box.
- Baby gloves
- including one titled ""WHERE THE WILD THINGS ARE""
- A white shelf
- including what appears to be a bag and other miscellaneous objects.
- A basket labeled ""BABY THINGS""
- A smartphone displaying various store logos.
- A white electronic device on a shelf
- The product shown is a Solly Baby Babylists x Solly Baby Collaboration Wrap Carrier in Black & Natural Stripe.
- Laptop
- There is a white shelf in the background with various items on it
- Comotomo Baby Bottle
- possibly a bottle.
- H&M
- The image shows a bowl
- A smartphone displaying a product page.
- A baby monitor or similar device on the shelf
- specifically ""goumi MITTS.""
- A colorful box with various geometric shapes (circles
- Plant in the background
- including what appears to be books and a decorative piece.
- A container with colorful items (possibly baby products or toys)
- The image shows a pair of baby mittens
- Objects:
- A beige bowl and a matching plate or mat are visible.
- triangles
- and a spoon made of beige-colored material. These items appear to be tableware.
- None detected.
- Baby Gap
- NUK baby bottle
- Books on a shelf
- The logos visible include Wayfair
- Dr. Brown's Natural Flow Options+ Anti-colic Bottle
- Target
- Nordstrom
- Two white baby pacifiers or teething toys held in the person's hands.
- A shelf with various items
- semi-circles) in different colors.
- The box appears to be packaging for a product
- Walmart
- Crate & Kids
- Lovevery.
- A white object on top of the shelf that looks like it could be a small appliance or decorative item.
- A hand is visible holding an orange and white box.
- A shelf in the background with folded baby clothes and other baby items.",yes,"- ""store you can think of.""
- The logo or branding ""babylist"" is visible at the bottom right corner of the box.
- ""easiest way to do it
- The text ""Make your new parenting life easier"" is prominently displayed in the center of the image.
- ""Baby gloves are not only cute
- trust me.""
- ""STAY PUT | REVERSIBLE | ORGANIC""
- The text overlay on the image reads: ""It's incredible
- The text visible in the image reads: ""little one pick their favorite style.""
- check it out!""
- H&M
- Partial text on the box: ""FRESH"" and some other smaller text that is not fully visible.
- Product details: ""Solly Baby Babylists x Solly Baby Collaboration Wrap Carrier
- ""
- ""Bottoms up!"" (on the purple background)
- ""Babies are precious little people"" is written in bold black text overlaid on the image.
- stays put on the"" is visible in the center of the image.
- Branding/logo: ""babylist""
- Overlay text: ""You'll be surprised at how sharp""
- The text ""I got all of the obvious stuff"" is visible in the center of the image.
- Black & Natural Stripe""
- Baby Gap
- The text ""with mom-approved tableware."" is prominently displayed in the center of the image.
- ""babylist"" with a heart icon.
- ""Parent must-haves I wish I knew"" (overlay text in white)
- ""PURPOSE + love IN EVERY DETAIL""
- Target
- ""baby registry for the things you need""
- ""and I found myself making""
- Visible text on the image: ""This bottle box comes with a""
- Nordstrom
- ""babylist"" with a heart icon next to it.
- Category: ""General""
- Store logos: Wayfair
- ""babylist"" (with a heart logo next to it
- Text:
- Walmart
- Crate & Kids
- Lovevery.
- ""Explore Products""
- ""friends with only one link.""
- The text ""and best of all
- ""goumi MITTS""
- on the purple background)
- Price: ""$69.00""","Video duration: 73.20 seconds, 2196 frames at 30.00 FPS.

Visual Content:
[At 0.00s]: Overall scene:
The overall scene appears to be a promotional setup for baby products, specifically bottles designed to reduce colic and improve feeding experiences for infants. The setting is likely intended to showcase essential items that new parents might need.
[At 5.00s]: Overall scene:
- The setting appears to be an indoor environment, possibly a home or office space.
- The focus seems to be on a person speaking or presenting something, given the text overlay.
[At 10.00s]: Overall scene:
- The setting appears to be indoors, possibly an office or home workspace. The lighting is dim, suggesting a focused or intimate environment.
[At 15.00s]: Overall scene:
- The overall scene appears to be indoors, likely in a home setting. The focus seems to be on providing advice or promoting something related to parenting.
[At 20.00s]: Overall scene:
The overall scene appears to be indoors, likely in a home setting. The focus is on showcasing baby gloves, suggesting their appeal and utility.
[At 25.00s]: Overall scene:
   - The overall scene is a close-up shot of baby mittens packaging, likely intended for retail or online advertisement purposes.
[At 30.00s]: Overall scene:
   - The scene appears to be indoors, likely at a home setting.
   - The focus is on an individual presenting or unboxing a product related to babies.
[At 35.00s]: Overall scene:
- The scene appears to be someone opening or handling a product box, likely in an indoor setting.
- The focus is on the action of opening the box rather than the surroundings.
[At 40.00s]: Overall scene:
The overall scene is blurred, making it difficult to discern specific details about the setting or purpose beyond the visible text.
[At 45.00s]: Overall scene:
The overall scene appears to be indoors, possibly in a kitchen or dining area. The setting suggests that the person is preparing or presenting tableware items.
[At 50.00s]: Overall scene:
- The overall scene appears to be someone demonstrating how a bowl stays put on a surface, likely indicating that it has some non-slip feature.
[At 55.00s]: Overall scene:
The scene appears to be a nursery or a room designated for baby care, with shelves containing books and baby items.
[At 60.00s]: Overall scene:
- The image depicts someone using a smartphone application that appears to be related to shopping or creating lists for baby products from various retailers.
[At 65.00s]: Overall scene:
   - The image appears to be a blurred background with text overlay, suggesting an advertisement or promotional content for Babylist.
[At 70.00s]: Overall scene:
The overall scene depicts someone using a smartphone to browse or purchase baby products on the Babylist platform, specifically looking at a wrap carrier.
[At 72.87s]: Overall scene:
- The scene appears to be indoors, likely in a nursery or a room where baby products are stored. The person is holding up two baby pacifiers or teething toys and seems to be promoting them.",Success,"Ad Category/Product Type:
None detected.","Primary Call-to-Action:
None detected.","Value Proposition:
None detected.","Target Audience:
Based on the text, it appears to be targeting parents or guardians of children (""little one"").",other,other:bottles_formula,MEDICAL ENDORSEMENT & CLINICAL TRUST,"audio track available, format: video, medical endorsement / clinical validation / hospital-grade",Other: Baby Monitor
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,672940626,360,908,Image,03/08/2024,11/08/2024,0,"Enter for a chance to win a $250 Babylist gift card when you sign up for a Babylist registry and start adding your baby's must-haves. No purchase necessary; terms and conditions may apply. *Terms and Conditions -Open to all new registrants in the United States only. -To qualify, users must create a Babylist registry and add items to the registry. -No purchase necessary. -One registry per entrant. -Users will qualify for the drawing for the week in which they signed up -One winner will be chosen weekly from the previous week's registry sign-ups. -Winners will be contacted through email. Winners must respond to that email within 7 days to accept the prize. If the winner does not respond within 7 days, a new winner will be selected. -Upon acceptance, winners will be emailed their e-gift card ($250 value). -Gift cards must be redeemed at <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fbabylist.com%2Fstore&h=AT3ySmY2JGVecTQjcQWpwXf9Fdr9li0Cf3O9s2pAknVX3425YokUpmbtdMvVN3xmRj1KDmxGm0c4t_rVSsbu2zyEbIRT0fHIg99rVl5mDTpIGaNo2d7eZUun_Un32tr2NMmKR7qbPXF3Qw"" rel=""nofollow noreferrer"" target=""_blank"" data-lynx-mode=""asynclazy"">babylist.com/store</a>. -Gift cards are not exchangeable for cash or replaceable if lost or stolen.",https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/-4488383454327845018.png,,Other,Feed,Direct,Facebook,11903.53,1642293,Image,https://s3.amazonaws.com/YM_Ads/-4488383454327845018.png,Image,"Enter for a chance to win a $250 Babylist gift card when you sign up for a Babylist registry and start adding your baby's must-haves. No purchase necessary; terms and conditions may apply. *Terms and Conditions -Open to all new registrants in the United States only. -To qualify, users must create a Babylist registry and add items to the registry. -No purchase necessary. -One registry per entrant. -Users will qualify for the drawing for the week in which they signed up -One winner will be chosen weekly from the previous week's registry sign-ups. -Winners will be contacted through email. Winners must respond to that email within 7 days to accept the prize. If the winner does not respond within 7 days, a new winner will be selected. -Upon acceptance, winners will be emailed their e-gift card ($250 value). -Gift cards must be redeemed at <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fbabylist.com%2Fstore&h=AT3ySmY2JGVecTQjcQWpwXf9Fdr9li0Cf3O9s2pAknVX3425YokUpmbtdMvVN3xmRj1KDmxGm0c4t_rVSsbu2zyEbIRT0fHIg99rVl5mDTpIGaNo2d7eZUun_Un32tr2NMmKR7qbPXF3Qw"" rel=""nofollow noreferrer"" target=""_blank"" data-lynx-mode=""asynclazy"">babylist.com/store</a>. -Gift cards are not exchangeable for cash or replaceable if lost or stolen.",success,skipped,media_DME_Provider/images/creative_96.jpg,,creative_96_text.txt,,"Objects:
- Baby clothes
- Stroller
- Baby bottle
- Baby monitor
- Toy ball","People:
None detected.","Text:
- ""Babylist Baby Registry""
- ""Enter for a chance to win a $250 Babylist gift card when you sign up for a Babylist registry and start adding your baby's must-haves. No purchase necessary; terms and conditions may apply.""
- ""*Terms and Conditions""
- ""Open to all new registrants in the United States only.""
- ""To qualify, users must create a Babylist registry and add items to the registry.""
- ""No purchase necessary.""
- ""One registry per entrant.""
- ""Users will qualify for the drawing for the week in which they signed up.""
- ""One winner will be chosen weekly from the previous week's registry sign-ups.""
- ""Winners will be contacted through email. Winners must respond to that email within 7 days to accept the prize. If the winner does not respond within 7 days, a new winner will be selected.""
- ""Upon acceptance, winners will be emailed their e-gift card ($250 value).""
- ""Gift cards must be redeemed at babylist.com/store.""
- ""Gift cards are not exchangeable for cash or replaceable if lost or stolen.""
- ""$250 Babylist Gift Card""
- ""Giveaway""
- ""Ending Soon!""
- ""Winners Chosen Every Week""
- “Limited Time Offer”
 - “Learn more”","Overall scene:
The overall scene is an advertisement promoting a giveaway contest where participants can win a $250 gift card by signing up for a Babylist registry and adding items to it. The setting includes baby products typically found on such registries.",Success,"Ad Category/Product Type:
Baby Registry Services","Primary Call-to-Action:
Learn More","Value Proposition:
Chance to win a $250 gift card","Target Audience:
Expecting parents or individuals planning for a baby",other,other:bottles_formula,VALUE MESSAGING,"deal/value framing, format: static image",Other: Baby Monitor
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,506298324,586,375,Other,01/01/2024,13/01/2024,0,See it in action  ,,,,Other,Other,Direct,Facebook,897.26,128731,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,other,EMOTIONAL CONNECTION,,Other: Unclear
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,672940626,360,908,Image,03/08/2024,11/08/2024,0,"Enter for a chance to win a $250 Babylist gift card when you sign up for a Babylist registry and start adding your baby's must-haves. No purchase necessary; terms and conditions may apply. *Terms and Conditions -Open to all new registrants in the United States only. -To qualify, users must create a Babylist registry and add items to the registry. -No purchase necessary. -One registry per entrant. -Users will qualify for the drawing for the week in which they signed up -One winner will be chosen weekly from the previous week's registry sign-ups. -Winners will be contacted through email. Winners must respond to that email within 7 days to accept the prize. If the winner does not respond within 7 days, a new winner will be selected. -Upon acceptance, winners will be emailed their e-gift card ($250 value). -Gift cards must be redeemed at <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fbabylist.com%2Fstore&h=AT3ySmY2JGVecTQjcQWpwXf9Fdr9li0Cf3O9s2pAknVX3425YokUpmbtdMvVN3xmRj1KDmxGm0c4t_rVSsbu2zyEbIRT0fHIg99rVl5mDTpIGaNo2d7eZUun_Un32tr2NMmKR7qbPXF3Qw"" rel=""nofollow noreferrer"" target=""_blank"" data-lynx-mode=""asynclazy"">babylist.com/store</a>. -Gift cards are not exchangeable for cash or replaceable if lost or stolen.",https://www.babylist.com/registry/new,https://s3.amazonaws.com/YM_Ads/-4488383454327845018.png,,Other,Stories,Direct,Facebook,288.97,39868,Image,https://s3.amazonaws.com/YM_Ads/-4488383454327845018.png,Image,"Enter for a chance to win a $250 Babylist gift card when you sign up for a Babylist registry and start adding your baby's must-haves. No purchase necessary; terms and conditions may apply. *Terms and Conditions -Open to all new registrants in the United States only. -To qualify, users must create a Babylist registry and add items to the registry. -No purchase necessary. -One registry per entrant. -Users will qualify for the drawing for the week in which they signed up -One winner will be chosen weekly from the previous week's registry sign-ups. -Winners will be contacted through email. Winners must respond to that email within 7 days to accept the prize. If the winner does not respond within 7 days, a new winner will be selected. -Upon acceptance, winners will be emailed their e-gift card ($250 value). -Gift cards must be redeemed at <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fbabylist.com%2Fstore&h=AT3ySmY2JGVecTQjcQWpwXf9Fdr9li0Cf3O9s2pAknVX3425YokUpmbtdMvVN3xmRj1KDmxGm0c4t_rVSsbu2zyEbIRT0fHIg99rVl5mDTpIGaNo2d7eZUun_Un32tr2NMmKR7qbPXF3Qw"" rel=""nofollow noreferrer"" target=""_blank"" data-lynx-mode=""asynclazy"">babylist.com/store</a>. -Gift cards are not exchangeable for cash or replaceable if lost or stolen.",success,skipped,media_DME_Provider/images/creative_96.jpg,,creative_96_text.txt,,"Objects:
- Baby clothes
- Stroller
- Baby bottle
- Baby monitor camera
- Pacifier","People:
None detected.","Text:
- ""Babylist Baby Registry""
- ""Enter for a chance to win a $250 Babylist gift card when you sign up for a Babylist registry and start adding your baby's must-haves. No purchase necessary; terms and conditions may apply.""
- ""*Terms and Conditions""
- ""Open to all new registrants in the United States only.""
- ""To qualify, users must create a Babylist registry and add items to the registry.""
- ""No purchase necessary.""
- ""One registry per entrant.""
- ""Users will qualify for the drawing for the week in which they signed up.""
- ""One winner will be chosen weekly from the previous week's registry sign-ups.""
- ""Winners will be contacted through email. Winners must respond to that email within 7 days to accept the prize. If the winner does not respond within 7 days, a new winner will be selected.""
- ""Upon acceptance, winners will be emailed their e-gift card ($250 value).""
- ""Gift cards must be redeemed at babylist.com/store.""
- ""Gift cards are not exchangeable for cash or replaceable if lost or stolen.""
- ""$250 Babylist Gift Card""
- ""ENDING SOON!""
- ""WINNERS CHOSEN EVERY WEEK""
- ""Limited Time Offer""
 - “Learn more”","Overall scene:
The overall scene is an advertisement promoting a giveaway contest where participants can win a $250 gift card by signing up for a Babylist registry and adding items to it. The setting includes various baby products indicating that this is targeted towards expectant parents or those with newborns.",Success,"Ad Category/Product Type:
Baby Registry Services","Primary Call-to-Action:
Sign up for a Babylist registry and add items to it.","Value Proposition:
Chance to win a $250 gift card.","Target Audience:
Expectant parents, new parents, or individuals looking to create baby registries.",other,other:bottles_formula,VALUE MESSAGING,"deal/value framing, format: static image",Other: Baby Monitor
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,506298324,586,375,Other,01/01/2024,13/01/2024,0,See it in action  ,,,,Other,Feed,Direct,Facebook,165.07,23683,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,other,EMOTIONAL CONNECTION,,Other: Unclear
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,705676050,360,584,Image,27/09/2024,18/10/2024,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",,https://s3.amazonaws.com/YM_Ads/4022015973803285492.png,,Other,Feed,Direct,Facebook,186741.7,24337254,Image,https://s3.amazonaws.com/YM_Ads/4022015973803285492.png,Image,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",success,skipped,media_DME_Provider/images/creative_97.jpg,,creative_97_text.txt,,"Objects:
- A framed picture on the wall labeled ""from Etsy.""
- A wooden dresser labeled ""from Babylist.""
- A yellow armchair with a pillow labeled ""from Ikea.""
- A white side table next to the dresser.
- A small plant on the floor.
- A rug on the floor labeled ""from Wayfair.""","People:
None detected.","Text:
- ""Babylist Baby Registry"" at the top.
- Descriptive text about the baby registry: ""Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!""
- Labels indicating where items are from: ""from Etsy,"" ""from Babylist,"" ""from Ikea,"" and ""from Wayfair.""
- Call-to-action button text: ""Learn more.""","Overall scene:
The overall scene is a cozy, well-decorated room with natural light coming through a window. The setting appears to be a nursery or a comfortable living space designed for relaxation and care, likely aimed at new or expecting parents.",Success,"Ad Category/Product Type:
Baby Registry Services.","Primary Call-to-Action:
Learn more.","Value Proposition:
The main benefit highlighted is the ability to register for anything you could possibly want for your baby from various retailers, providing convenience and variety in one place.","Target Audience:
Expecting parents or new parents looking to create a comprehensive baby registry with items from multiple retailers.",focus,focus,COMFORT & PAIN-FREE USE,"format: static image, soft silicone / cushioning / gentle suction / pain-free",Other: Smart Accessory/App
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,648222042,360,537,Text,02/08/2024,10/08/2024,0,Start your Babylist registry now to get your Hello Baby Box.,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fflx%2Fwarn%2F%3Fu%3Dhttps%253A%252F%252Fwww.babylist.com%252Fregistry%252Fnew%26h%3DAT0KrM6bMZY-Pi1qWlXuTYeumRA2KNNspvlAbtbFFTU0Soyw9Ea4_zvOe7O0R-l_AdnGe9KluSlTVIZAzCeoVt528vzt_2wn3lsacYoCLKhspesc6GKUazFLArfzD6rBGjT5fdkCFBoX385-FplURrDDDT01P7uc,https://s3.amazonaws.com/YM_Ads/7545387160006169942.png,https://www.facebook.com/1036403921183988,Other,Feed,Direct,Facebook,14863.48,2050674,Image,https://s3.amazonaws.com/YM_Ads/7545387160006169942.png,Text,Start your Babylist registry now to get your Hello Baby Box.,success,skipped,media_DME_Provider/images/creative_98.jpg,,creative_98_text.txt,,"Objects:
The image shows a purple box labeled ""Hello baby!"" containing various baby products. Visible items include diapers, wipes, pacifiers, lotion, and other baby care essentials.","People:
None detected.","Text:
Visible text includes:
- ""LIMITED OFFER"" at the top of the image.
- ""Hello baby!"" on the box.
- ""OVER 20+ ITEMS"" in a circular badge.
- The Babylist logo and name at the bottom left corner.
- The call-to-action button with ""LEARN MORE"".
- The phrase ""The Best Baby Registry"".","Overall scene:
The overall scene is a promotional advertisement for Babylist's registry service, showcasing a special offer for their Hello Baby Box filled with baby care items.",Success,"Ad Category/Product Type:
Baby registry service.","Primary Call-to-Action:
Learn More.","Value Proposition:
The main benefit highlighted is receiving a Hello Baby Box with over 20 items when starting a Babylist registry.","Target Audience:
Expectant parents or new parents looking to create a baby registry and receive essential baby care products.",other,other:baby_care_non_feeding,VALUE MESSAGING,deal/value framing,Other: Baby Bottles/Feeding
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,705676050,360,584,Image,27/09/2024,18/10/2024,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",,https://s3.amazonaws.com/YM_Ads/4022015973803285492.png,,Other,Reels,Direct,Facebook,23483.07,3042170,Image,https://s3.amazonaws.com/YM_Ads/4022015973803285492.png,Image,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",success,skipped,media_DME_Provider/images/creative_97.jpg,,creative_97_text.txt,,"Objects:
- A wooden dresser labeled ""from Etsy""
- A framed picture on the wall above the dresser
- A yellow armchair labeled ""from Ikea""
- A small table with a plant next to the armchair
- A white rug on the floor labeled ""from Wayfair""","People:
None detected","Text:
- ""Babylist Baby Registry"" at the top of the image
- Description text: ""Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!""
- Labels on objects: ""from Etsy,"" ""from Babylist,"" ""from Ikea,"" and ""from Wayfair""
- Call-to-action button: ""Learn more""","Overall scene:
The overall scene is a cozy, well-decorated room with natural lighting coming through a window. The setting appears to be a nursery or living space designed for comfort and relaxation.",Success,"Ad Category/Product Type:
Baby Registry Service","Primary Call-to-Action:
Learn More","Value Proposition:
The main benefit highlighted is the ability to register for a wide variety of items from different retailers, including Etsy, Amazon, Ikea, and Wayfair.","Target Audience:
Expectant parents or individuals preparing for parenthood",focus,focus,COMFORT & PAIN-FREE USE,"format: static image, soft silicone / cushioning / gentle suction / pain-free",Other: Smart Accessory/App
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,648222042,360,537,Text,02/08/2024,10/08/2024,0,Start your Babylist registry now to get your Hello Baby Box.,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fflx%2Fwarn%2F%3Fu%3Dhttps%253A%252F%252Fwww.babylist.com%252Fregistry%252Fnew%26h%3DAT0KrM6bMZY-Pi1qWlXuTYeumRA2KNNspvlAbtbFFTU0Soyw9Ea4_zvOe7O0R-l_AdnGe9KluSlTVIZAzCeoVt528vzt_2wn3lsacYoCLKhspesc6GKUazFLArfzD6rBGjT5fdkCFBoX385-FplURrDDDT01P7uc,https://s3.amazonaws.com/YM_Ads/7545387160006169942.png,https://www.facebook.com/1036403921183988,Other,Reels,Direct,Facebook,1444.47,199290,Image,https://s3.amazonaws.com/YM_Ads/7545387160006169942.png,Text,Start your Babylist registry now to get your Hello Baby Box.,success,skipped,media_DME_Provider/images/creative_98.jpg,,creative_98_text.txt,,"Objects:
The image shows a purple box labeled ""Hello baby!"" containing various baby products. Visible items include diapers, wipes, pacifiers, lotion, and other baby care essentials.","People:
None detected.","Text:
Visible text includes:
- ""LIMITED OFFER"" at the top of the image.
- ""Hello baby!"" on the box.
- ""OVER 20+ ITEMS"" in a circular badge.
- The Babylist logo and name at the bottom left corner.
- The call-to-action button with ""LEARN MORE"".
- The phrase ""The Best Baby Registry"".","Overall scene:
The overall scene is a promotional advertisement for Babylist's registry service, showcasing a special offer for their Hello Baby Box filled with baby care items.",Success,"Ad Category/Product Type:
Baby registry service.","Primary Call-to-Action:
Learn More.","Value Proposition:
The main benefit highlighted is receiving a Hello Baby Box with over 20 items when starting a Babylist registry.","Target Audience:
Expectant parents or new parents looking to create a baby registry and receive essential baby care products.",other,other:baby_care_non_feeding,VALUE MESSAGING,deal/value framing,Other: Baby Bottles/Feeding
"Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc","Babylist, Inc",All Categories,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Lifestyle & Services,Facebook,705676050,360,584,Image,27/09/2024,18/10/2024,0,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",,https://s3.amazonaws.com/YM_Ads/4022015973803285492.png,,Other,Stories,Direct,Facebook,3196.26,415187,Image,https://s3.amazonaws.com/YM_Ads/4022015973803285492.png,Image,"Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!",success,skipped,media_DME_Provider/images/creative_97.jpg,,creative_97_text.txt,,"Objects:
- A framed picture on the wall labeled ""from Etsy.""
- A wooden dresser labeled ""from Babylist.""
- A yellow armchair with a pillow labeled ""from Ikea.""
- A white side table next to the dresser.
- A small plant on the floor.
- A rug on the floor labeled ""from Wayfair.""","People:
None detected.","Text:
- ""Babylist Baby Registry"" at the top.
- Descriptive text about the baby registry: ""Meet the baby registry that lets you register for ANYTHING you could possibly want. Moccasins from Etsy? Lactation cookies from Amazon? Maternity Leave Cash Fund? Check, check, and check. Start your registry now!""
- Labels indicating where items are from: ""from Etsy,"" ""from Babylist,"" ""from Ikea,"" and ""from Wayfair.""
- Call-to-action button text: ""Learn more.""","Overall scene:
The overall scene is a cozy, well-decorated room with natural light coming through a window. The setting appears to be a nursery or a comfortable living space designed for relaxation and care, likely aimed at new or expecting parents.",Success,"Ad Category/Product Type:
Baby Registry Services.","Primary Call-to-Action:
Learn more.","Value Proposition:
The main benefit highlighted is the ability to register for anything you could possibly want for your baby from various retailers, providing convenience and variety in one place.","Target Audience:
Expecting parents or new parents looking to create a comprehensive baby registry with items from multiple retailers.",focus,focus,COMFORT & PAIN-FREE USE,"format: static image, soft silicone / cushioning / gentle suction / pain-free",Other: Smart Accessory/App
